#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACAA1	CPT2	9606.ENSP00000333664	9606.ENSP00000360541	0	0	0	0	0.419	0.090	0	0.562	0.748
ACAA1	ACSL1	9606.ENSP00000333664	9606.ENSP00000422607	0.057	0	0	0	0.354	0.098	0	0.601	0.751
ACAA1	ACADM	9606.ENSP00000333664	9606.ENSP00000359871	0.054	0	0	0	0.338	0.051	0.216	0.657	0.811
ACAA1	DLST	9606.ENSP00000333664	9606.ENSP00000335304	0.057	0	0	0	0.106	0	0.800	0.229	0.852
ACAA1	SUCLA2	9606.ENSP00000333664	9606.ENSP00000494360	0.057	0	0	0	0.119	0	0.819	0.176	0.860
ACAA1	SUCLG2	9606.ENSP00000333664	9606.ENSP00000419325	0.057	0	0	0	0.124	0	0.819	0.211	0.866
ACAA1	ACSS3	9606.ENSP00000333664	9606.ENSP00000449535	0.055	0	0	0	0.247	0	0.836	0.219	0.897
ACAA1	SUCLG1	9606.ENSP00000333664	9606.ENSP00000377446	0.098	0	0	0	0.127	0.066	0.800	0.473	0.908
ACAA1	CS	9606.ENSP00000333664	9606.ENSP00000342056	0.060	0	0	0	0.221	0.071	0.854	0.509	0.942
ACAA1	ALDH6A1	9606.ENSP00000333664	9606.ENSP00000450436	0	0	0	0	0.156	0.100	0.900	0.444	0.952
ACAA1	ECHDC1	9606.ENSP00000333664	9606.ENSP00000436585	0.054	0	0	0	0.334	0.296	0.836	0.469	0.954
ACAA1	HMGCL	9606.ENSP00000333664	9606.ENSP00000363614	0.072	0	0	0	0.253	0	0.900	0.562	0.965
ACAA1	ECHS1	9606.ENSP00000333664	9606.ENSP00000357535	0.054	0	0	0	0.393	0.296	0.216	0.939	0.977
ACAA1	SCP2	9606.ENSP00000333664	9606.ENSP00000360569	0.057	0	0	0.574	0.336	0.243	0.921	0.598	0.982
ACAA1	ACADSB	9606.ENSP00000333664	9606.ENSP00000357873	0.054	0	0	0	0.697	0.051	0.918	0.684	0.991
ACAA1	ACOX3	9606.ENSP00000333664	9606.ENSP00000348775	0.054	0	0	0	0.335	0.051	0.918	0.917	0.995
ACAA1	HADHA	9606.ENSP00000333664	9606.ENSP00000370023	0.054	0.142	0	0	0.372	0.296	0.938	0.892	0.997
ACAA1	HSD17B4	9606.ENSP00000333664	9606.ENSP00000411960	0.057	0	0	0	0.887	0.234	0.921	0.920	0.999
ACAD8	OXCT1	9606.ENSP00000281182	9606.ENSP00000196371	0.057	0	0	0	0.122	0	0.265	0.174	0.431
ACAD8	PDHX	9606.ENSP00000281182	9606.ENSP00000227868	0	0	0	0	0.145	0	0.218	0.238	0.446
ACAD8	ACSS2	9606.ENSP00000281182	9606.ENSP00000253382	0.044	0	0	0	0.205	0	0.187	0.154	0.407
ACAD8	MCCC1	9606.ENSP00000281182	9606.ENSP00000265594	0.057	0	0	0	0.172	0.052	0.229	0.451	0.630
ACAD8	ACAT1	9606.ENSP00000281182	9606.ENSP00000265838	0.054	0	0	0	0.332	0.051	0.216	0.145	0.525
ACAD8	DLAT	9606.ENSP00000281182	9606.ENSP00000280346	0	0	0	0	0.133	0	0.218	0.214	0.421
ACAD8	ACSL3	9606.ENSP00000281182	9606.ENSP00000350012	0.050	0	0	0	0.147	0.071	0.189	0.185	0.412
ACAD8	ATP5PD	9606.ENSP00000281182	9606.ENSP00000301587	0	0	0	0	0.067	0.045	0	0.398	0.417
ACAD8	ACSL1	9606.ENSP00000281182	9606.ENSP00000422607	0.050	0	0	0	0.160	0.071	0.189	0.190	0.424
ACAD8	SUCLA2	9606.ENSP00000281182	9606.ENSP00000494360	0.042	0	0	0	0.169	0.069	0	0.316	0.425
ACAD8	DBI	9606.ENSP00000281182	9606.ENSP00000486361	0	0	0	0	0.300	0	0.165	0.100	0.428
ACAD8	ACSS3	9606.ENSP00000281182	9606.ENSP00000449535	0.044	0	0	0	0.191	0	0.187	0.209	0.437
ACAD8	ETHE1	9606.ENSP00000281182	9606.ENSP00000292147	0.053	0	0	0	0.116	0	0.106	0.376	0.470
ACAD8	PDHB	9606.ENSP00000281182	9606.ENSP00000307241	0.049	0	0	0	0.126	0.071	0.265	0.226	0.481
ACAD8	CPT2	9606.ENSP00000281182	9606.ENSP00000360541	0	0	0	0	0.219	0.095	0	0.340	0.493
ACAD8	ECI1	9606.ENSP00000281182	9606.ENSP00000301729	0.046	0	0	0	0.300	0.091	0.185	0.220	0.544
ACAD8	ALDH6A1	9606.ENSP00000281182	9606.ENSP00000450436	0	0	0	0	0.158	0.062	0	0.471	0.546
ACAD8	SUCLG1	9606.ENSP00000281182	9606.ENSP00000377446	0.045	0	0	0	0.148	0.073	0.312	0.299	0.570
ACAD8	SCP2	9606.ENSP00000281182	9606.ENSP00000360569	0.054	0	0	0	0.277	0.094	0.216	0.253	0.571
ACAD8	ECHDC1	9606.ENSP00000281182	9606.ENSP00000436585	0.046	0	0	0	0.308	0.091	0.215	0.243	0.579
ACAD8	HMGCL	9606.ENSP00000281182	9606.ENSP00000363614	0.057	0	0	0	0.141	0	0	0.542	0.597
ACAD8	HSD17B4	9606.ENSP00000281182	9606.ENSP00000411960	0.054	0	0	0	0.353	0.065	0.216	0.250	0.602
ACAD8	MCCC2	9606.ENSP00000281182	9606.ENSP00000343657	0.057	0.004	0	0	0.244	0	0.265	0.360	0.619
ACAD8	HADHB	9606.ENSP00000281182	9606.ENSP00000325136	0.054	0	0	0	0.337	0.095	0.216	0.437	0.704
ACAD8	ETFB	9606.ENSP00000281182	9606.ENSP00000346173	0.070	0	0	0	0.353	0.436	0.233	0.410	0.818
ACAD8	ACADSB	9606.ENSP00000281182	9606.ENSP00000357873	0	0	0.115	0.817	0.259	0.248	0.900	0.230	0.955
ACAD8	HADHA	9606.ENSP00000281182	9606.ENSP00000370023	0.046	0	0	0	0.308	0.091	0.915	0.361	0.961
ACAD8	ECHS1	9606.ENSP00000281182	9606.ENSP00000357535	0.046	0	0	0	0.300	0.091	0.918	0.352	0.962
ACADM	OXCT1	9606.ENSP00000359871	9606.ENSP00000196371	0.057	0	0	0	0.145	0	0.265	0.325	0.546
ACADM	ACO2	9606.ENSP00000359871	9606.ENSP00000216254	0	0	0	0	0.133	0.045	0	0.396	0.457
ACADM	PCK2	9606.ENSP00000359871	9606.ENSP00000216780	0	0	0	0	0.105	0	0	0.421	0.460
ACADM	PDHX	9606.ENSP00000359871	9606.ENSP00000227868	0	0	0	0	0.245	0	0.218	0.328	0.569
ACADM	ACSS2	9606.ENSP00000359871	9606.ENSP00000253382	0.044	0	0	0	0.189	0	0.187	0.291	0.494
ACADM	ALDH2	9606.ENSP00000359871	9606.ENSP00000261733	0.042	0	0	0	0.140	0	0.182	0.352	0.505
ACADM	ATP5F1B	9606.ENSP00000359871	9606.ENSP00000262030	0	0	0	0	0.129	0	0	0.356	0.415
ACADM	MECR	9606.ENSP00000359871	9606.ENSP00000263702	0.045	0	0	0	0.234	0.057	0.186	0.227	0.487
ACADM	SDHA	9606.ENSP00000359871	9606.ENSP00000264932	0	0	0	0	0.199	0	0	0.506	0.588
ACADM	MCCC1	9606.ENSP00000359871	9606.ENSP00000265594	0.057	0	0	0	0.219	0.052	0.229	0.275	0.539
ACADM	ACAT1	9606.ENSP00000359871	9606.ENSP00000265838	0.054	0	0	0	0.472	0.051	0.216	0.356	0.717
ACADM	MMUT	9606.ENSP00000359871	9606.ENSP00000274813	0	0	0	0	0.235	0.095	0	0.209	0.405
ACADM	DLAT	9606.ENSP00000359871	9606.ENSP00000280346	0	0	0	0	0.236	0	0.218	0.449	0.642
ACADM	ACOX1	9606.ENSP00000359871	9606.ENSP00000293217	0	0	0	0	0.148	0	0	0.802	0.824
ACADM	BDH2	9606.ENSP00000359871	9606.ENSP00000296424	0.042	0	0	0	0.341	0.091	0.174	0.216	0.560
ACADM	ECI1	9606.ENSP00000359871	9606.ENSP00000301729	0.046	0	0	0	0.306	0.099	0.185	0.534	0.732
ACADM	PDHB	9606.ENSP00000359871	9606.ENSP00000307241	0.049	0	0	0	0.142	0.074	0.265	0.346	0.570
ACADM	ACOT1	9606.ENSP00000359871	9606.ENSP00000311224	0	0	0	0	0.075	0	0	0.387	0.409
ACADM	ALDH5A1	9606.ENSP00000359871	9606.ENSP00000314649	0.042	0	0	0	0.160	0	0.182	0.197	0.401
ACADM	CRAT	9606.ENSP00000359871	9606.ENSP00000315013	0	0	0	0	0.232	0.094	0	0.328	0.492
ACADM	HADHB	9606.ENSP00000359871	9606.ENSP00000325136	0.054	0	0	0	0.432	0.099	0.216	0.746	0.886
ACADM	DLST	9606.ENSP00000359871	9606.ENSP00000335304	0	0	0	0	0.141	0	0.218	0.205	0.419
ACADM	CS	9606.ENSP00000359871	9606.ENSP00000342056	0.044	0	0	0	0.135	0.095	0	0.565	0.631
ACADM	MCCC2	9606.ENSP00000359871	9606.ENSP00000343657	0.057	0.004	0	0	0.255	0	0.265	0.250	0.561
ACADM	ALDH3A2	9606.ENSP00000359871	9606.ENSP00000345774	0.042	0	0	0	0.157	0	0.182	0.259	0.446
ACADM	ETFB	9606.ENSP00000359871	9606.ENSP00000346173	0.070	0	0	0	0.351	0.968	0.233	0.519	0.991
ACADM	ALDH9A1	9606.ENSP00000359871	9606.ENSP00000346827	0.042	0	0	0	0.375	0.162	0.182	0.383	0.701
ACADM	ACOX3	9606.ENSP00000359871	9606.ENSP00000348775	0	0	0	0	0.083	0	0	0.723	0.735
ACADM	ATP5F1C	9606.ENSP00000359871	9606.ENSP00000349142	0	0	0	0	0.201	0.187	0	0.150	0.400
ACADM	ACSL3	9606.ENSP00000359871	9606.ENSP00000350012	0.050	0	0	0	0.177	0.071	0.189	0.527	0.671
ACADM	ECHS1	9606.ENSP00000359871	9606.ENSP00000357535	0.046	0	0	0	0.325	0.204	0.215	0.712	0.863
ACADM	ACADSB	9606.ENSP00000359871	9606.ENSP00000357873	0	0	0.129	0.814	0.294	0.094	0	0.189	0.489
ACADM	OGDH	9606.ENSP00000359871	9606.ENSP00000388183	0	0	0	0	0.149	0	0	0.346	0.420
ACADM	AK2	9606.ENSP00000359871	9606.ENSP00000499935	0	0	0	0	0.120	0.045	0	0.369	0.424
ACADM	H6PD	9606.ENSP00000359871	9606.ENSP00000473348	0	0	0	0	0.140	0	0	0.375	0.440
ACADM	ESD	9606.ENSP00000359871	9606.ENSP00000367992	0	0	0	0	0.127	0.370	0	0.076	0.447
ACADM	PC	9606.ENSP00000359871	9606.ENSP00000498994	0.042	0	0	0	0.104	0	0.116	0.361	0.450
ACADM	ACSS3	9606.ENSP00000359871	9606.ENSP00000449535	0.044	0	0	0	0.195	0	0.187	0.231	0.455
ACADM	LDHA	9606.ENSP00000359871	9606.ENSP00000445175	0	0	0	0	0.076	0.191	0	0.339	0.464
ACADM	ALDH6A1	9606.ENSP00000359871	9606.ENSP00000450436	0	0	0	0	0.195	0.062	0	0.366	0.480
ACADM	CMPK1	9606.ENSP00000359871	9606.ENSP00000360939	0	0	0	0	0.130	0.045	0	0.429	0.484
ACADM	COX4I1	9606.ENSP00000359871	9606.ENSP00000457513	0	0	0	0	0.158	0	0	0.440	0.509
ACADM	PDHA1	9606.ENSP00000359871	9606.ENSP00000369134	0	0	0	0	0.164	0.161	0	0.359	0.511
ACADM	HMGCL	9606.ENSP00000359871	9606.ENSP00000363614	0.057	0	0	0	0.130	0	0	0.460	0.519
ACADM	DBI	9606.ENSP00000359871	9606.ENSP00000486361	0	0	0	0	0.360	0	0.165	0.258	0.569
ACADM	ECHDC1	9606.ENSP00000359871	9606.ENSP00000436585	0.046	0	0	0	0.331	0.091	0.215	0.309	0.628
ACADM	PGM1	9606.ENSP00000359871	9606.ENSP00000360124	0	0	0	0	0.095	0	0	0.659	0.679
ACADM	SUCLG1	9606.ENSP00000359871	9606.ENSP00000377446	0.045	0	0	0	0.277	0.073	0.312	0.391	0.683
ACADM	SUCLG2	9606.ENSP00000359871	9606.ENSP00000419325	0.042	0	0	0	0.311	0.408	0	0.304	0.692
ACADM	ACSL1	9606.ENSP00000359871	9606.ENSP00000422607	0.050	0	0	0	0.158	0.071	0.189	0.618	0.728
ACADM	SCP2	9606.ENSP00000359871	9606.ENSP00000360569	0.054	0	0	0	0.478	0.094	0.216	0.386	0.745
ACADM	HSD17B4	9606.ENSP00000359871	9606.ENSP00000411960	0.054	0	0	0	0.553	0.065	0.216	0.330	0.754
ACADM	SUCLA2	9606.ENSP00000359871	9606.ENSP00000494360	0.042	0	0	0	0.334	0.436	0	0.398	0.755
ACADM	CPT2	9606.ENSP00000359871	9606.ENSP00000360541	0	0	0	0	0.310	0.099	0	0.783	0.853
ACADM	HADHA	9606.ENSP00000359871	9606.ENSP00000370023	0.046	0	0	0	0.384	0.099	0.185	0.870	0.934
ACADSB	OXCT1	9606.ENSP00000357873	9606.ENSP00000196371	0.057	0.004	0	0	0.118	0	0.265	0.324	0.532
ACADSB	PDHX	9606.ENSP00000357873	9606.ENSP00000227868	0	0	0	0	0.132	0	0.218	0.193	0.405
ACADSB	ACSS2	9606.ENSP00000357873	9606.ENSP00000253382	0.044	0	0	0	0.195	0	0.187	0.243	0.463
ACADSB	ALDH2	9606.ENSP00000357873	9606.ENSP00000261733	0.042	0	0	0	0.217	0	0.182	0.244	0.474
ACADSB	MECR	9606.ENSP00000357873	9606.ENSP00000263702	0.045	0	0	0	0.082	0.057	0.915	0.199	0.933
ACADSB	SDHA	9606.ENSP00000357873	9606.ENSP00000264932	0	0	0	0	0.216	0	0	0.303	0.431
ACADSB	MCCC1	9606.ENSP00000357873	9606.ENSP00000265594	0.057	0	0	0	0.193	0.052	0.229	0.355	0.576
ACADSB	ACAT1	9606.ENSP00000357873	9606.ENSP00000265838	0.054	0	0	0	0.373	0.051	0.918	0.416	0.968
ACADSB	MMUT	9606.ENSP00000357873	9606.ENSP00000274813	0	0	0	0	0.155	0.067	0	0.341	0.435
ACADSB	DLAT	9606.ENSP00000357873	9606.ENSP00000280346	0	0	0	0	0.128	0	0.218	0.232	0.431
ACADSB	OXSM	9606.ENSP00000357873	9606.ENSP00000280701	0.070	0.036	0	0	0.060	0	0	0.382	0.413
ACADSB	ETHE1	9606.ENSP00000357873	9606.ENSP00000292147	0.053	0	0	0	0.109	0	0.106	0.688	0.733
ACADSB	ACOX1	9606.ENSP00000357873	9606.ENSP00000293217	0	0	0	0	0.168	0	0.900	0.457	0.950
ACADSB	BDH2	9606.ENSP00000357873	9606.ENSP00000296424	0.042	0	0	0	0.136	0.085	0.174	0.365	0.530
ACADSB	ECI1	9606.ENSP00000357873	9606.ENSP00000301729	0.046	0	0	0	0.308	0.094	0.426	0.456	0.779
ACADSB	PDHB	9606.ENSP00000357873	9606.ENSP00000307241	0.049	0	0	0	0.087	0.053	0.265	0.236	0.455
ACADSB	ALDH5A1	9606.ENSP00000357873	9606.ENSP00000314649	0.042	0	0	0	0.186	0	0.182	0.394	0.562
ACADSB	HADHB	9606.ENSP00000357873	9606.ENSP00000325136	0.054	0	0	0	0.347	0.051	0.918	0.767	0.986
ACADSB	MCCC2	9606.ENSP00000357873	9606.ENSP00000343657	0.057	0.158	0	0	0.301	0	0.265	0.413	0.717
ACADSB	ALDH3A2	9606.ENSP00000357873	9606.ENSP00000345774	0.042	0	0	0	0.160	0	0.182	0.287	0.468
ACADSB	ETFB	9606.ENSP00000357873	9606.ENSP00000346173	0.070	0	0	0	0.355	0.436	0.233	0.364	0.805
ACADSB	ALDH9A1	9606.ENSP00000357873	9606.ENSP00000346827	0.042	0	0	0	0.233	0	0.182	0.310	0.530
ACADSB	ACOX3	9606.ENSP00000357873	9606.ENSP00000348775	0	0	0	0.572	0.055	0	0.900	0.254	0.923
ACADSB	ACSL3	9606.ENSP00000357873	9606.ENSP00000350012	0.050	0	0	0	0.167	0.071	0.189	0.324	0.524
ACADSB	ECHS1	9606.ENSP00000357873	9606.ENSP00000357535	0.046	0	0	0	0.602	0.095	0.948	0.668	0.993
ACADSB	PDHA1	9606.ENSP00000357873	9606.ENSP00000369134	0	0	0	0	0.111	0.133	0	0.285	0.401
ACADSB	BCKDK	9606.ENSP00000357873	9606.ENSP00000378405	0	0	0	0	0.108	0	0	0.426	0.467
ACADSB	DBI	9606.ENSP00000357873	9606.ENSP00000486361	0	0	0	0	0.298	0	0.165	0.172	0.472
ACADSB	HMGCL	9606.ENSP00000357873	9606.ENSP00000363614	0.057	0	0	0	0.126	0	0	0.417	0.478
ACADSB	BDH1	9606.ENSP00000357873	9606.ENSP00000376184	0	0.001	0	0	0.273	0	0	0.357	0.513
ACADSB	SUCLG1	9606.ENSP00000357873	9606.ENSP00000377446	0.045	0	0	0	0.134	0.073	0.312	0.296	0.561
ACADSB	ACSL1	9606.ENSP00000357873	9606.ENSP00000422607	0.050	0	0	0	0.200	0.071	0.214	0.364	0.583
ACADSB	ACSS3	9606.ENSP00000357873	9606.ENSP00000449535	0.044	0	0	0	0.205	0	0.187	0.405	0.584
ACADSB	HSD17B4	9606.ENSP00000357873	9606.ENSP00000411960	0.054	0	0	0	0.312	0.065	0.216	0.303	0.607
ACADSB	SCP2	9606.ENSP00000357873	9606.ENSP00000360569	0.054	0	0	0	0.310	0.094	0.216	0.294	0.613
ACADSB	CPT2	9606.ENSP00000357873	9606.ENSP00000360541	0	0	0	0	0.234	0.094	0	0.489	0.615
ACADSB	ALDH6A1	9606.ENSP00000357873	9606.ENSP00000450436	0	0	0	0	0.341	0.062	0	0.636	0.755
ACADSB	ECHDC1	9606.ENSP00000357873	9606.ENSP00000436585	0.046	0	0	0	0.385	0.091	0.503	0.650	0.890
ACADSB	HADHA	9606.ENSP00000357873	9606.ENSP00000370023	0.046	0	0	0	0.319	0.094	0.940	0.694	0.987
ACAT1	OXCT1	9606.ENSP00000265838	9606.ENSP00000196371	0.079	0.009	0	0	0.220	0	0.932	0.760	0.986
ACAT1	ACO2	9606.ENSP00000265838	9606.ENSP00000216254	0	0	0	0	0.131	0.398	0	0.388	0.652
ACAT1	PDHX	9606.ENSP00000265838	9606.ENSP00000227868	0.057	0	0	0	0.298	0	0	0.323	0.513
ACAT1	MVK	9606.ENSP00000265838	9606.ENSP00000228510	0.093	0	0	0	0.080	0	0.449	0.793	0.892
ACAT1	TPI1	9606.ENSP00000265838	9606.ENSP00000229270	0	0	0	0	0.100	0	0	0.365	0.405
ACAT1	ACSS2	9606.ENSP00000265838	9606.ENSP00000253382	0.055	0	0	0	0.247	0	0.918	0.404	0.960
ACAT1	ALDH2	9606.ENSP00000265838	9606.ENSP00000261733	0	0	0	0	0.143	0	0.214	0.189	0.406
ACAT1	SDHA	9606.ENSP00000265838	9606.ENSP00000264932	0	0	0	0	0.250	0.205	0.449	0.362	0.762
ACAT1	MCCC1	9606.ENSP00000265838	9606.ENSP00000265594	0.061	0	0	0	0.161	0.094	0.154	0.163	0.402
ACAT1	PC	9606.ENSP00000265838	9606.ENSP00000498994	0	0	0	0	0.053	0	0	0.397	0.405
ACAT1	PRDX3	9606.ENSP00000265838	9606.ENSP00000298510	0	0	0	0	0.367	0	0	0.115	0.416
ACAT1	PKM	9606.ENSP00000265838	9606.ENSP00000320171	0	0	0	0	0.098	0.162	0	0.293	0.419
ACAT1	ACSL3	9606.ENSP00000265838	9606.ENSP00000350012	0.057	0	0	0	0.125	0.066	0	0.337	0.422
ACAT1	GLUD1	9606.ENSP00000265838	9606.ENSP00000277865	0.052	0	0	0	0.204	0	0	0.297	0.423
ACAT1	ME2	9606.ENSP00000265838	9606.ENSP00000321070	0.050	0	0	0	0.060	0	0.286	0.206	0.426
ACAT1	ACSL1	9606.ENSP00000265838	9606.ENSP00000422607	0.057	0	0	0	0.122	0.066	0	0.348	0.428
ACAT1	H6PD	9606.ENSP00000265838	9606.ENSP00000473348	0	0	0	0	0.065	0	0	0.415	0.430
ACAT1	ACO1	9606.ENSP00000265838	9606.ENSP00000309477	0	0	0	0	0.163	0.096	0	0.336	0.454
ACAT1	ALDH3A2	9606.ENSP00000265838	9606.ENSP00000345774	0	0	0	0	0.136	0	0.214	0.264	0.457
